Category_Type,Category_Name,Date
Top Trending Employers,UC Davis Health,Mar_2021
Top Trending Jobs,Real Estate Agent,Mar_2021
Top Trending Jobs,Project Manager,Mar_2021
Top Trending Skills,Investment Properties,Mar_2021
Top Trending Skills,Working with First-Time Home Buyers,Mar_2021
Top Trending Skills,Construction Management,Mar_2021
